term,z,n_high,n_low
of some,0.306841811150122,5,5
test it,0.306841811150122,5,5
idea that,0.306841811150122,5,5
cause irritation,0.306841811150122,5,5
and let,0.306841811150122,5,5
the app's,0.306841811150122,5,5
gives you,0.306841811150122,5,5
even small,0.306841811150122,5,5
on local,0.306841811150122,5,5
noticeable,0.306841811150122,5,5
provide temporary,0.306841811150122,5,5
some places,0.306841811150122,5,5
proof of,0.306841811150122,5,5
holding your,0.306841811150122,5,5
being,0.2952633715462628,20,24
minimal,0.2952633715462628,20,24
necessary for,0.29511325976927344,13,15
adding,0.29511325976927344,13,15
alone is,0.29511325976927344,13,15
fit,0.29511325976927344,13,15
lifespan,0.29511325976927344,13,15
use,0.29383109133132235,295,398
its,0.2934761166642039,45,57
hard to,0.29044546112246294,9,10
is recommended,0.29044546112246294,9,10
spray,0.29044546112246294,9,10
scratches,0.29044546112246294,9,10
accept,0.29044546112246294,9,10
flag,0.29044546112246294,9,10
spread,0.29044546112246294,9,10
help if,0.29044546112246294,9,10
forecast,0.29044546112246294,9,10
left,0.29044546112246294,9,10
is minimal,0.29044546112246294,9,10
accuracy,0.29044546112246294,9,10
more accurate,0.29044546112246294,9,10
minerals,0.29044546112246294,9,10
more reliable,0.2884508625677707,23,28
fever,0.28109903291921773,16,19
information,0.2767983837240436,38,48
most people,0.2766924816685144,41,52
your specific,0.2722521492840003,19,23
part of,0.268181754655592,12,14
cheaper,0.268181754655592,12,14
it the,0.268181754655592,12,14
dark,0.2665398862141431,22,27
case,0.26287291596034157,25,31
weight loss,0.26287291596034157,25,31
you can't,0.25997836568565214,8,9
choking,0.25997836568565214,8,9
not for,0.25997836568565214,8,9
vitamins,0.25997836568565214,8,9
not enough,0.25997836568565214,8,9
the data,0.25997836568565214,8,9
agreement,0.25997836568565214,8,9
not strict,0.25997836568565214,8,9
thousands,0.25997836568565214,8,9
electrolyte,0.25997836568565214,8,9
conventional,0.25997836568565214,8,9
time the,0.25997836568565214,8,9
employees,0.25997836568565214,8,9
loss is,0.25997836568565214,8,9
pull,0.25997836568565214,8,9
loads,0.25997836568565214,8,9
changed,0.25997836568565214,8,9
posture,0.25997836568565214,8,9
flat,0.25997836568565214,8,9
marketing,0.2593559733144175,31,39
temporarily,0.2593559733144175,31,39
faster,0.258883590392695,37,47
set,0.2588404381106919,34,43
modern cars,0.25569521475849505,15,18
otherwise,0.25569521475849505,15,18
drinking,0.24827585134229596,18,22
may reduce,0.24827585134229596,18,22
miles is,0.24827585134229596,18,22
they are,0.2482731239166291,51,66
myth,0.24738742524210233,68,89
notice,0.241271767100007,24,30
limit,0.2395922286436486,30,38
the label,0.2395922286436486,30,38
remain,0.2395055826795903,11,13
discomfort,0.2395055826795903,11,13
sensitive,0.2395055826795903,11,13
iron,0.2395055826795903,11,13
send,0.2395055826795903,11,13
end,0.2395055826795903,11,13
likely to,0.2395055826795903,11,13
bad,0.22894430655805323,14,17
leaves,0.22894430655805323,14,17
butter,0.22894430655805323,14,17
it to,0.22894430655805323,14,17
affects,0.22894430655805323,14,17
dryness,0.2266498810960471,7,8
can trap,0.2266498810960471,7,8
crash,0.2266498810960471,7,8
for other,0.2266498810960471,7,8
contribute,0.2266498810960471,7,8
much lower,0.2266498810960471,7,8
results vary,0.2266498810960471,7,8
shop,0.2266498810960471,7,8
mostly from,0.2266498810960471,7,8
whether you,0.2266498810960471,7,8
nutritional,0.2266498810960471,7,8
vary many,0.2266498810960471,7,8
soon,0.2266498810960471,7,8
especially with,0.2266498810960471,7,8
copper,0.2266498810960471,7,8
package,0.2266498810960471,7,8
though the,0.2266498810960471,7,8
your area,0.2266498810960471,7,8
proven treatment,0.2266498810960471,7,8
plans,0.2266498810960471,7,8
life,0.2255767443212988,41,53
and is,0.22322829420320403,17,21
movement,0.22322829420320403,17,21
nutrient,0.22322829420320403,17,21
way to,0.22322829420320403,17,21
necessarily,0.2218491229677238,35,45
well,0.22182130377663586,55,72
into,0.22024267877673742,20,25
routine,0.2189394822498108,23,29
regularly,0.2187382102360921,26,33
hair growth,0.2087658056497316,10,12
status,0.2087658056497316,10,12
puffiness,0.2087658056497316,10,12
basis,0.2087658056497316,10,12
cloud,0.2087658056497316,10,12
can affect,0.2087658056497316,10,12
copy,0.2087658056497316,10,12
manual for,0.2087658056497316,10,12
further,0.2087658056497316,10,12
be too,0.2087658056497316,10,12
clean,0.20268503232349994,34,44
options,0.20065422168203217,13,16
work by,0.20041125646691693,31,40
fiber,0.19698450855487543,16,20
meet,0.19698450855487543,16,20
pad,0.19698450855487543,16,20
writing,0.19698450855487543,16,20
colds,0.19698450855487543,16,20
live,0.19698450855487543,16,20
warranty,0.19581361711627154,22,28
lower than,0.18962405133453178,6,7
cause of,0.18962405133453178,6,7
fan,0.18962405133453178,6,7
check all,0.18962405133453178,6,7
purchase,0.18962405133453178,6,7
unclear,0.18962405133453178,6,7
smooth,0.18962405133453178,6,7
preliminary,0.18962405133453178,6,7
time is,0.18962405133453178,6,7
machines,0.18962405133453178,6,7
periodically,0.18962405133453178,6,7
to try,0.18962405133453178,6,7
or using,0.18962405133453178,6,7
ban,0.18962405133453178,6,7
less water,0.18962405133453178,6,7
no you,0.18962405133453178,6,7
laxatives,0.18962405133453178,6,7
is always,0.18962405133453178,6,7
are fine,0.18962405133453178,6,7
booking,0.18962405133453178,6,7
cap,0.18962405133453178,6,7
condensation,0.18962405133453178,6,7
reduces the,0.18962405133453178,6,7
partial,0.18962405133453178,6,7
master,0.18962405133453178,6,7
bags,0.18962405133453178,6,7
develop,0.18962405133453178,6,7
an old,0.18962405133453178,6,7
overuse,0.18962405133453178,6,7
honey,0.18305692868922663,33,43
and more,0.17554460070790767,9,11
prove,0.17554460070790767,9,11
and kidneys,0.17554460070790767,9,11
retain,0.17554460070790767,9,11
affected,0.17554460070790767,9,11
plaque,0.17554460070790767,9,11
light can,0.17554460070790767,9,11
makes,0.17554460070790767,9,11
running,0.17418309695759523,24,31
beyond,0.17418309695759523,24,31
better than,0.17418309695759523,24,31
heart,0.17418309695759523,24,31
they don't,0.17182333511663722,21,27
should be,0.17102664399380504,38,50
compost,0.17058793209092576,12,15
smell,0.17058793209092576,12,15
device,0.17058793209092576,12,15
six,0.17058793209092576,12,15
and cause,0.17058793209092576,12,15
apply,0.17008600960030834,18,23
numbers,0.17008600960030834,18,23
multiple,0.16946762178990543,68,91
to prevent,0.16939606954783795,15,19
taking,0.16939606954783795,15,19
and check,0.16939606954783795,15,19
realistic,0.16939606954783795,15,19
reduces,0.1612888558998135,43,57
simple,0.15885498280607943,29,38
microwave safe,0.1547814099486435,26,34
weak,0.15206029881559094,37,49
local,0.15089920950728153,88,119
your actual,0.14761373312353093,5,6
many other,0.14761373312353093,5,6
map,0.14761373312353093,5,6
equivalent to,0.14761373312353093,5,6
babies,0.14761373312353093,5,6
fuel and,0.14761373312353093,5,6
prescription,0.14761373312353093,5,6
unsupported,0.14761373312353093,5,6
unique,0.14761373312353093,5,6
hormones,0.14761373312353093,5,6
approach is,0.14761373312353093,5,6
diet is,0.14761373312353093,5,6
see the,0.14761373312353093,5,6
as effective,0.14761373312353093,5,6
beyond normal,0.14761373312353093,5,6
involves,0.14761373312353093,5,6
is debated,0.14761373312353093,5,6
red wine,0.14761373312353093,5,6
into the,0.14761373312353093,5,6
leads to,0.14761373312353093,5,6
happens,0.14761373312353093,5,6
harsh,0.14761373312353093,5,6
networking,0.14761373312353093,5,6
came,0.14761373312353093,5,6
ability to,0.14761373312353093,5,6
doing,0.14761373312353093,5,6
both are,0.14761373312353093,5,6
official guidance,0.14761373312353093,5,6
evenly,0.14761373312353093,5,6
is designed,0.14761373312353093,5,6
can often,0.14761373312353093,5,6
only deduct,0.14761373312353093,5,6
is mainly,0.14761373312353093,5,6
legally,0.14761373312353093,5,6
toward,0.14761373312353093,5,6
slices,0.14761373312353093,5,6
issue is,0.14761373312353093,5,6
or that,0.14761373312353093,5,6
over long,0.14761373312353093,5,6
may shorten,0.14761373312353093,5,6
me,0.14761373312353093,5,6
front,0.14761373312353093,5,6
phrase,0.14761373312353093,5,6
progress,0.14761373312353093,5,6
for it,0.14761373312353093,5,6
speaking,0.14761373312353093,5,6
cold exposure,0.14761373312353093,5,6
water the,0.14761373312353093,5,6
phones have,0.14761373312353093,5,6
mainstream,0.14761373312353093,5,6
by jurisdiction,0.14761373312353093,5,6
limiting,0.14761373312353093,5,6
diagnosis is,0.14761373312353093,5,6
crashes,0.14761373312353093,5,6
price,0.14329937259322142,17,22
modern,0.14091732871080184,103,140
it has,0.14028489738285735,14,18
or other,0.14028489738285735,14,18
but there's,0.14028489738285735,14,18
sound,0.14028489738285735,14,18
combination,0.1392798451179911,8,10
removing,0.1392798451179911,8,10
upfront,0.1392798451179911,8,10
helps but,0.1392798451179911,8,10
teeth,0.1392798451179911,8,10
inflammation,0.1392798451179911,8,10
red flag,0.1392798451179911,8,10
survive,0.1392798451179911,8,10
to verify,0.1392798451179911,8,10
ac,0.1392798451179911,8,10
gets,0.1392798451179911,8,10
your credit,0.1392798451179911,8,10
the type,0.1392798451179911,8,10
and have,0.1392798451179911,8,10
freezing,0.1392798451179911,8,10
maintain,0.1384483854076059,11,14
alignment,0.1384483854076059,11,14
the router,0.1384483854076059,11,14
good practice,0.1384483854076059,11,14
portion,0.1384483854076059,11,14
when you,0.1384483854076059,11,14
phone,0.13719224758558632,28,37
sugar,0.13719224758558632,28,37
number,0.1359502965345362,71,96
estimate,0.13192790883677052,25,33
effective,0.12635637510374212,120,164
benefits,0.12496718844529357,41,55
improve,0.12475739828066998,57,77
memory,0.12091450227011864,19,25
the risk,0.11863769478909118,46,62
late,0.1151985305467819,16,21
windows,0.1151985305467819,16,21
space,0.1151985305467819,16,21
is common,0.11282866974621751,35,47
coffee,0.11259378408319892,43,58
leaving,0.10943489190057318,13,17
theory,0.10943489190057318,13,17
match,0.10943489190057318,13,17
for most,0.10717313948295969,69,94
clear,0.10627364016543879,32,43
speed,0.10627364016543879,32,43
details,0.10385659723979446,10,13
causing,0.10385659723979446,10,13
linked to,0.10385659723979446,10,13
coconut oil,0.10385659723979446,10,13
unit,0.10385659723979446,10,13
coconut,0.10385659723979446,10,13
off the,0.10385659723979446,10,13
vision,0.10385659723979446,10,13
settings,0.10385659723979446,10,13
hand,0.10385659723979446,10,13
no that,0.10385659723979446,10,13
slow,0.10131422960890098,21,28
plant,0.10131422960890098,21,28
once,0.10131422960890098,21,28
part,0.09931974469058963,29,39
leaf,0.09919055638144963,7,9
credit score,0.09919055638144963,7,9
story,0.09919055638144963,7,9
subjective,0.09919055638144963,7,9
attract,0.09919055638144963,7,9
carpet,0.09919055638144963,7,9
belt,0.09919055638144963,7,9
be effective,0.09919055638144963,7,9
for certain,0.09919055638144963,7,9
is modest,0.09919055638144963,7,9
it isn't,0.09919055638144963,7,9
food contact,0.09919055638144963,7,9
dramatic,0.09919055638144963,7,9
no link,0.09919055638144963,7,9
aftermarket,0.09919055638144963,7,9
inspect,0.09919055638144963,7,9
not have,0.09919055638144963,7,9
non-ionizing,0.09919055638144963,7,9
saturated,0.09919055638144963,7,9
liability,0.09919055638144963,7,9
you need,0.09420414935214357,42,57
now,0.09379633223646926,18,24
use the,0.09188844258672364,26,35
stress,0.08498864360233065,31,42
open,0.08387283719160427,23,31
tea,0.08387283719160427,23,31
bleach,0.08387283719160427,23,31
risk,0.078151657209564,159,220
hidden,0.07658043641940367,12,16
track,0.07658043641940367,12,16
events,0.07658043641940367,12,16
event,0.07658043641940367,12,16
mould,0.07658043641940367,12,16
periods,0.07512155572746237,20,27
research suggests,0.0663188939029414,9,12
effective for,0.0663188939029414,9,12
exaggerated,0.0663188939029414,9,12
the link,0.0663188939029414,9,12
that would,0.0663188939029414,9,12
minor,0.06540903987316617,17,23
relief,0.06540903987316617,17,23
near,0.06540903987316617,17,23
they may,0.06540903987316617,17,23
increase,0.05943390450397632,53,73
dry,0.05931593881138193,35,48
prevents,0.0543755742959109,14,19
symbol,0.0543755742959109,14,19
outside,0.05414775441887875,6,8
on how,0.05414775441887875,6,8
usually the,0.05414775441887875,6,8
confirm the,0.05414775441887875,6,8
symptoms but,0.05414775441887875,6,8
difficulty,0.05414775441887875,6,8
seek,0.05414775441887875,6,8
treat it,0.05414775441887875,6,8
may improve,0.05414775441887875,6,8
weeks is,0.05414775441887875,6,8
stops,0.05414775441887875,6,8
crystals,0.05414775441887875,6,8
tolerance,0.05414775441887875,6,8
often more,0.05414775441887875,6,8
cooking time,0.05414775441887875,6,8
the app,0.05414775441887875,6,8
clearly,0.05414775441887875,6,8
needs vary,0.05414775441887875,6,8
the company,0.05414775441887875,6,8
microwave-safe plastics,0.05414775441887875,6,8
not based,0.05414775441887875,6,8
interpretation,0.05414775441887875,6,8
exclusively,0.05414775441887875,6,8
rules vary,0.05414775441887875,6,8
saving,0.05414775441887875,6,8
warm-ups are,0.05414775441887875,6,8
are rare,0.05414775441887875,6,8
your current,0.05414775441887875,6,8
traditional,0.05414775441887875,6,8
hearing,0.05414775441887875,6,8
start,0.05382465118637352,27,37
sun,0.047824402707874705,19,26
calories,0.047824402707874705,19,26
not necessarily,0.04361263744955298,24,33
coverage,0.04361263744955298,24,33
accepted,0.0413902705010858,11,15
minute,0.0413902705010858,11,15
has some,0.0413902705010858,11,15
heating,0.0413902705010858,11,15
foam,0.0413902705010858,11,15
for your,0.041275774818033656,57,79
is often,0.03740511442417315,82,114
alcohol,0.03223618829195772,21,29
stain,0.03223618829195772,21,29
red,0.028462227537762855,31,43
with the,0.028462227537762855,31,43
months,0.025761836764861046,46,64
diet and,0.025176245615759922,8,11
complete,0.025176245615759922,8,11
editing,0.025176245615759922,8,11
checked,0.025176245615759922,8,11
pesticides,0.025176245615759922,8,11
in small,0.025176245615759922,8,11
charger,0.021226245967671694,13,18
removal,0.021226245967671694,13,18
because it,0.01931019755475376,18,25
vinegar,0.016637282353279777,43,60
body,0.00730878809086716,45,63
risk of,0.00544668640532699,25,35
if they,0.004871449226273428,20,28
revving,0.003444330490033788,10,14
effectively,0.003444330490033788,10,14
ideal,0.003444330490033788,10,14
cure for,0.003444330490033788,10,14
heat and,0.003444330490033788,10,14
appear,0.003444330490033788,10,14
and avoid,0.003444330490033788,10,14
inside,0.003444330490033788,10,14
across,0.003444330490033788,10,14
electrical,0.003444330490033788,10,14
can remove,0.003444330490033788,10,14
for minutes,0.003444330490033788,10,14
flexible,0.002435401876914548,5,7
correlation,0.002435401876914548,5,7
flushing,0.002435401876914548,5,7
above the,0.002435401876914548,5,7
but results,0.002435401876914548,5,7
restriction,0.002435401876914548,5,7
binding,0.002435401876914548,5,7
fare,0.002435401876914548,5,7
keeping the,0.002435401876914548,5,7
discard,0.002435401876914548,5,7
salt can,0.002435401876914548,5,7
trackers,0.002435401876914548,5,7
have stronger,0.002435401876914548,5,7
regulated,0.002435401876914548,5,7
for hours,0.002435401876914548,5,7
insurer,0.002435401876914548,5,7
involved,0.002435401876914548,5,7
the room,0.002435401876914548,5,7
before and,0.002435401876914548,5,7
evidence they,0.002435401876914548,5,7
not require,0.002435401876914548,5,7
record,0.002435401876914548,5,7
but high,0.002435401876914548,5,7
years but,0.002435401876914548,5,7
but doesn't,0.002435401876914548,5,7
mental health,0.002435401876914548,5,7
was about,0.002435401876914548,5,7
tell you,0.002435401876914548,5,7
microwave-safe symbol,0.002435401876914548,5,7
audit,0.002435401876914548,5,7
antimicrobial,0.002435401876914548,5,7
can indicate,0.002435401876914548,5,7
bright,0.002435401876914548,5,7
practice and,0.002435401876914548,5,7
shape,0.002435401876914548,5,7
standard for,0.002435401876914548,5,7
sounds like,0.002435401876914548,5,7
or from,0.002435401876914548,5,7
losses,0.002435401876914548,5,7
and what,0.002435401876914548,5,7
considered safe,0.002435401876914548,5,7
precaution,0.002435401876914548,5,7
elsewhere,0.002435401876914548,5,7
use is,0.002435401876914548,5,7
assess,0.002435401876914548,5,7
when used,0.002435401876914548,5,7
cure and,0.002435401876914548,5,7
method,-0.004815558621441606,32,45
engine,-0.0050713967737806755,74,104
separate,-0.006287644853960464,27,38
depends on,-0.008985119689545368,133,187
air,-0.010112031750306562,49,69
raw,-0.010551550251042036,17,24
surfaces,-0.010551550251042036,17,24
regardless of,-0.010551550251042036,17,24
kidneys,-0.014112268497975693,12,17
be labelled,-0.014112268497975693,12,17
done,-0.014112268497975693,12,17
an overstatement,-0.014112268497975693,12,17
removes,-0.014112268497975693,12,17
are common,-0.014112268497975693,12,17
terms,-0.01716090908599883,29,41
odor,-0.020477302953582244,7,10
occasionally,-0.020477302953582244,7,10
installation,-0.020477302953582244,7,10
the issue,-0.020477302953582244,7,10
uneven wear,-0.020477302953582244,7,10
absorbed,-0.020477302953582244,7,10
view,-0.020477302953582244,7,10
exercises,-0.020477302953582244,7,10
cause temporary,-0.020477302953582244,7,10
breath,-0.020477302953582244,7,10
breathing,-0.020477302953582244,7,10
method is,-0.020477302953582244,7,10
split,-0.020477302953582244,7,10
linear,-0.020477302953582244,7,10
holding,-0.020477302953582244,7,10
can kill,-0.020477302953582244,7,10
upsell,-0.020477302953582244,7,10
quotes,-0.020477302953582244,7,10
share,-0.020477302953582244,7,10
adds,-0.020477302953582244,7,10
firmware,-0.020477302953582244,7,10
trap,-0.020477302953582244,7,10
your policy,-0.020477302953582244,7,10
are usually,-0.02365570213987258,19,27
regardless,-0.02365570213987258,19,27
can improve,-0.02365570213987258,19,27
short,-0.024448384904919334,36,51
the first,-0.02896109134838364,14,20
router,-0.03547216735776462,21,30
lithium-ion batteries,-0.037800412804340724,9,13
lighting,-0.037800412804340724,9,13
fields,-0.037800412804340724,9,13
excess,-0.037800412804340724,9,13
cutting,-0.037800412804340724,9,13
vegetables,-0.037800412804340724,9,13
symptom,-0.037800412804340724,9,13
synthetic oil,-0.037800412804340724,9,13
gluten-free,-0.037800412804340724,9,13
engine oil,-0.040962293645666205,28,40
if it's,-0.040962293645666205,28,40
time and,-0.04191318618472855,16,23
lines,-0.04191318618472855,16,23
tax,-0.042018656884844255,40,57
old,-0.04580010232112255,35,50
organic,-0.046263773299480164,23,33
but the,-0.046353623601323626,176,249
acidic and,-0.05199468272093198,11,16
seal,-0.05199468272093198,11,16
setting,-0.05199468272093198,11,16
fee,-0.05199468272093198,11,16
the figure,-0.0534621843401755,18,26
the only,-0.0534621843401755,18,26
business,-0.0534621843401755,18,26
rules,-0.054302133943839995,37,53
use but,-0.05873149853792715,4,6
individual and,-0.05873149853792715,4,6
some may,-0.05873149853792715,4,6
calling,-0.05873149853792715,4,6
physical therapy,-0.05873149853792715,4,6
not damage,-0.05873149853792715,4,6
dated,-0.05873149853792715,4,6
have an,-0.05873149853792715,4,6
involve,-0.05873149853792715,4,6
see dermatologist,-0.05873149853792715,4,6
and contact,-0.05873149853792715,4,6
huge,-0.05873149853792715,4,6
need more,-0.05873149853792715,4,6
health risks,-0.05873149853792715,4,6
work if,-0.05873149853792715,4,6
cases but,-0.05873149853792715,4,6
remove all,-0.05873149853792715,4,6
runs,-0.05873149853792715,4,6
hydration and,-0.05873149853792715,4,6
tactic,-0.05873149853792715,4,6
only for,-0.05873149853792715,4,6
clinically,-0.05873149853792715,4,6
and only,-0.05873149853792715,4,6
most studies,-0.05873149853792715,4,6
much more,-0.05873149853792715,4,6
built-in,-0.05873149853792715,4,6
for small,-0.05873149853792715,4,6
debate,-0.05873149853792715,4,6
the area,-0.05873149853792715,4,6
the advice,-0.05873149853792715,4,6
that they,-0.05873149853792715,4,6
evidence suggests,-0.05873149853792715,4,6
equally,-0.05873149853792715,4,6
rates and,-0.05873149853792715,4,6
thoroughly,-0.05873149853792715,4,6
adults need,-0.05873149853792715,4,6
any cooking,-0.05873149853792715,4,6
diagnose,-0.05873149853792715,4,6
impact on,-0.05873149853792715,4,6
scam legitimate,-0.05873149853792715,4,6
two hours,-0.05873149853792715,4,6
support the,-0.05873149853792715,4,6
consensus is,-0.05873149853792715,4,6
instructions and,-0.05873149853792715,4,6
often unnecessary,-0.05873149853792715,4,6
help the,-0.05873149853792715,4,6
account for,-0.05873149853792715,4,6
blood sugar,-0.05873149853792715,4,6
vary and,-0.05873149853792715,4,6
but even,-0.05873149853792715,4,6
claim of,-0.05873149853792715,4,6
address,-0.06417844803772559,13,19
depends,-0.06731246927688822,135,192
strong,-0.07130508193472526,60,86
treatment for,-0.07193242450470848,6,9
vendors,-0.07193242450470848,6,9
genetics,-0.07193242450470848,6,9
number of,-0.07193242450470848,6,9
licensed,-0.07193242450470848,6,9
confusion,-0.07193242450470848,6,9
that are,-0.07193242450470848,6,9
and usually,-0.07193242450470848,6,9
it in,-0.07193242450470848,6,9
ability,-0.07193242450470848,6,9
by country,-0.07193242450470848,6,9
abrasive and,-0.07193242450470848,6,9
grief is,-0.07193242450470848,6,9
discarding,-0.07193242450470848,6,9
speeds,-0.07193242450470848,6,9
for any,-0.07193242450470848,6,9
fraud,-0.07193242450470848,6,9
draw,-0.07193242450470848,6,9
marks,-0.07193242450470848,6,9
for few,-0.07193242450470848,6,9
central,-0.07193242450470848,6,9
whether it,-0.07193242450470848,6,9
common rule,-0.07193242450470848,6,9
comparable,-0.07193242450470848,6,9
not recommend,-0.07193242450470848,6,9
registered,-0.07193242450470848,6,9
perform,-0.07193242450470848,6,9
approaches,-0.07193242450470848,6,9
last longer,-0.07193242450470848,6,9
checks,-0.07193242450470848,6,9
creates,-0.07193242450470848,6,9
reduce puffiness,-0.07193242450470848,6,9
almost,-0.07193242450470848,6,9
figure is,-0.0735388912534687,22,32
toxic,-0.0735388912534687,22,32
prevention,-0.0735388912534687,22,32
detox,-0.07495397252642337,15,22
or more,-0.07495397252642337,15,22
mainly,-0.07495397252642337,15,22
learning,-0.07495397252642337,15,22
washing,-0.08244712125322824,24,35
reduce the,-0.08306193689039092,8,12
penetrate,-0.08306193689039092,8,12
hygiene,-0.08306193689039092,8,12
patch,-0.08306193689039092,8,12
ventilation,-0.08306193689039092,8,12
venting,-0.08306193689039092,8,12
is acidic,-0.08306193689039092,8,12
tap,-0.08306193689039092,8,12
saying,-0.08306193689039092,8,12
connection,-0.08306193689039092,8,12
can temporarily,-0.08306193689039092,8,12
rating,-0.08306193689039092,8,12
is low,-0.08306193689039092,8,12
coffee grounds,-0.08306193689039092,8,12
longer than,-0.08306193689039092,8,12
swelling,-0.08306193689039092,8,12
causation,-0.09286777657284324,10,15
studies but,-0.09286777657284324,10,15
career,-0.09286777657284324,10,15
quote,-0.09286777657284324,10,15
popular,-0.09286777657284324,10,15
concerns,-0.10173342323164791,12,18
the car,-0.10173342323164791,12,18
dehydration,-0.10173342323164791,12,18
overstatement,-0.10173342323164791,12,18
especially if,-0.1018685323048074,21,31
microwaving,-0.10960199219569426,23,34
safety,-0.1159386601346686,95,137
diet,-0.1166231569937312,48,70
standing,-0.11747595980403062,16,24
of your,-0.11747595980403062,16,24
real-world,-0.11747595980403062,16,24
close,-0.11747595980403062,16,24
therapy,-0.12460436350903782,18,27
matters,-0.1298594453535087,45,66
health and,-0.131111403475049,5,8
the embassy,-0.131111403475049,5,8
contribute to,-0.131111403475049,5,8
critical,-0.131111403475049,5,8
print,-0.131111403475049,5,8
common but,-0.131111403475049,5,8
main factor,-0.131111403475049,5,8
egg,-0.131111403475049,5,8
difficult,-0.131111403475049,5,8
payments,-0.131111403475049,5,8
expected,-0.131111403475049,5,8
specification,-0.131111403475049,5,8
no clinical,-0.131111403475049,5,8
broader,-0.131111403475049,5,8
car's,-0.131111403475049,5,8
trap heat,-0.131111403475049,5,8
treat the,-0.131111403475049,5,8
radio,-0.131111403475049,5,8
conditions but,-0.131111403475049,5,8
circumstances,-0.131111403475049,5,8
evidence the,-0.131111403475049,5,8
acidity,-0.131111403475049,5,8
plain,-0.131111403475049,5,8
age and,-0.131111403475049,5,8
viral,-0.131111403475049,5,8
for food,-0.131111403475049,5,8
an upsell,-0.131111403475049,5,8
bottom,-0.131111403475049,5,8
hours but,-0.131111403475049,5,8
framework,-0.131111403475049,5,8
and regular,-0.131111403475049,5,8
the right,-0.1313469475563678,20,30
the container,-0.13331519979411177,7,11
peroxide,-0.13331519979411177,7,11
recommended by,-0.13331519979411177,7,11
injuries,-0.13331519979411177,7,11
texture,-0.13331519979411177,7,11
gauge,-0.13331519979411177,7,11
diagnosed,-0.13331519979411177,7,11
so the,-0.13331519979411177,7,11
real but,-0.13331519979411177,7,11
applies,-0.13331519979411177,7,11
high heat,-0.13331519979411177,7,11
compresses,-0.13331519979411177,7,11
trickle,-0.13331519979411177,7,11
sweat,-0.13331519979411177,7,11
day is,-0.13331519979411177,7,11
can get,-0.13331519979411177,7,11
present,-0.13331519979411177,7,11
the official,-0.13664791954295086,31,46
traffic,-0.13730441176201255,9,14
can vary,-0.13730441176201255,9,14
not to,-0.13730441176201255,9,14
codes,-0.13730441176201255,9,14
not universally,-0.13730441176201255,9,14
as an,-0.13730441176201255,9,14
caution,-0.13730441176201255,9,14
recommended for,-0.13730441176201255,9,14
be used,-0.13730441176201255,9,14
to miles,-0.13730441176201255,9,14
clog,-0.13730441176201255,9,14
healthy,-0.13834643363292526,40,59
grounds,-0.14199585815353044,11,17
breaks,-0.14199585815353044,11,17
essential,-0.14199585815353044,11,17
certification,-0.14199585815353044,11,17
number is,-0.14199585815353044,11,17
protection,-0.14267643377819436,33,49
ground,-0.14696626758488943,13,20
entry,-0.14696626758488943,13,20
can help,-0.1474987114922875,102,148
company,-0.1520250739501704,15,23
the microwave-safe,-0.1520250739501704,15,23
containers,-0.1520250739501704,15,23
date,-0.1554232391979324,28,42
break,-0.1570792109618243,17,26
recovery,-0.1570792109618243,17,26
and it,-0.1570792109618243,17,26
balanced,-0.16208131985493532,19,29
free,-0.16208131985493532,19,29
quickly,-0.1670071905436278,21,32
three,-0.17184498600578008,23,35
matter,-0.17476304472282617,45,67
long,-0.17476304472282617,45,67
been,-0.1751099000802101,54,80
shown,-0.18124032145089986,27,41
the evidence,-0.18296793034013947,74,109
habits,-0.18542838536501582,10,16
linked,-0.18542838536501582,10,16
highly,-0.18542838536501582,10,16
lid,-0.18542838536501582,10,16
especially for,-0.18542838536501582,10,16
possibly,-0.18542838536501582,10,16
whitening,-0.18542838536501582,10,16
area,-0.18579788564939556,29,44
causal,-0.18605446631842965,8,13
brushing,-0.18605446631842965,8,13
premium,-0.18605446631842965,8,13
it's reasonable,-0.18605446631842965,8,13
turn,-0.18605446631842965,8,13
cancellation,-0.18605446631842965,8,13
adjust,-0.18605446631842965,8,13
index,-0.18605446631842965,8,13
cells,-0.18605446631842965,8,13
the minimum,-0.18605446631842965,8,13
season,-0.18650155980866082,12,19
soap,-0.18650155980866082,12,19
requirement,-0.18650155980866082,12,19
the negative,-0.189927315313944,6,10
soda can,-0.189927315313944,6,10
effects are,-0.189927315313944,6,10
inches,-0.189927315313944,6,10
mile interval,-0.189927315313944,6,10
if used,-0.189927315313944,6,10
fertilizer,-0.189927315313944,6,10
copies,-0.189927315313944,6,10
not established,-0.189927315313944,6,10
that specific,-0.189927315313944,6,10
load test,-0.189927315313944,6,10
wall,-0.189927315313944,6,10
root,-0.189927315313944,6,10
but modern,-0.189927315313944,6,10
microwave use,-0.189927315313944,6,10
letting,-0.189927315313944,6,10
compare the,-0.189927315313944,6,10
at and,-0.189927315313944,6,10
to cause,-0.189927315313944,6,10
interaction,-0.189927315313944,6,10
always check,-0.189927315313944,6,10
miles or,-0.189927315313944,6,10
vaccine,-0.189927315313944,6,10
topical,-0.189927315313944,6,10
through the,-0.1911862216170997,16,25
countries,-0.1911862216170997,16,25
supplements,-0.1911862216170997,16,25
doses,-0.19419418406075328,18,28
law,-0.1946440534835571,33,50
the rule,-0.19743834723850334,20,31
false,-0.19743834723850334,20,31
are often,-0.20083314665955324,22,34
