term,z,n_high,n_low
everyone says,0.10872454158962519,6,6
pest,0.10872454158962519,6,6
brake pads,0.10872454158962519,6,6
slices cold,0.10872454158962519,6,6
wheel,0.10872454158962519,6,6
the soil,0.10872454158962519,6,6
spoonful of,0.10872454158962519,6,6
microwaving vegetables,0.10872454158962519,6,6
mileage,0.10872454158962519,6,6
the plant,0.10872454158962519,6,6
it's preventive,0.10872454158962519,6,6
fear,0.10872454158962519,6,6
preventive,0.10872454158962519,6,6
fitness influencer,0.10872454158962519,6,6
foods,0.10872454158962519,6,6
the dead,0.10872454158962519,6,6
said that's,0.10872454158962519,6,6
bags and,0.10872454158962519,6,6
caused by,0.10872454158962519,6,6
that is,0.10355773538908897,19,20
pull,0.10355773538908897,19,20
diet,0.10355773538908897,19,20
side the,0.09925054963581306,5,5
set is,0.09925054963581306,5,5
skin is,0.09925054963581306,5,5
just need,0.09925054963581306,5,5
safe label,0.09925054963581306,5,5
key,0.09925054963581306,5,5
this new,0.09925054963581306,5,5
only one,0.09925054963581306,5,5
components the,0.09925054963581306,5,5
and only,0.09925054963581306,5,5
reverse,0.09925054963581306,5,5
supplements,0.09925054963581306,5,5
looking,0.09925054963581306,5,5
an email,0.09925054963581306,5,5
are proven,0.09925054963581306,5,5
because they're,0.09925054963581306,5,5
it won't,0.09925054963581306,5,5
recruiter told,0.09925054963581306,5,5
milk cold,0.09925054963581306,5,5
month or,0.09925054963581306,5,5
food in,0.09925054963581306,5,5
so there's,0.09925054963581306,5,5
missing,0.09925054963581306,5,5
is microwave,0.09925054963581306,5,5
and tea,0.09925054963581306,5,5
was,0.09413704124230927,129,141
parts store,0.09404500601934261,29,31
mechanic says,0.09002607162873028,39,42
salesperson,0.09002607162873028,39,42
other,0.08056338121010584,27,29
within,0.08056338121010584,27,29
career,0.07979016822604164,16,17
and you,0.07979016822604164,16,17
unsafe,0.07979016822604164,16,17
so is,0.07979016822604164,16,17
with the,0.07104746785209486,15,16
need replacing,0.07104746785209486,15,16
nitrogen,0.07104746785209486,15,16
cars,0.07104746785209486,15,16
miles for,0.07104746785209486,15,16
problem,0.06179801164848769,14,15
ceramic,0.06179801164848769,14,15
because they,0.05862008099763644,24,26
tires,0.05862008099763644,24,26
fuel,0.05862008099763644,24,26
machine,0.05196351705928313,13,14
works,0.05131465680205473,163,180
says putting,0.04260022466305807,22,24
line,0.041445835194136554,12,13
bank,0.041445835194136554,12,13
muscle,0.041445835194136554,12,13
fever,0.041445835194136554,12,13
look for,0.03818408495857067,31,34
alignment,0.030119684206513436,11,12
engine oil,0.030119684206513436,11,12
they'll,0.030119684206513436,11,12
cold spoons,0.025206257162477985,20,22
red,0.02249233120462368,38,42
ph,0.017821773936827923,10,11
likely,0.017821773936827923,10,11
company says,0.017821773936827923,10,11
and prevents,0.017821773936827923,10,11
an influencer,0.017821773936827923,10,11
charcoal,0.017821773936827923,10,11
tech,0.01590151982436534,19,21
paying,0.01590151982436534,19,21
recommended,0.01590151982436534,19,21
soda,0.015668544797221334,37,41
wifi,0.015554160315124094,28,31
as,0.012371218763949768,169,188
email,0.00750797414286584,27,30
drop,0.006129693283530191,18,20
is definitely,0.0043339645500462785,9,10
camera,0.0043339645500462785,9,10
fatigue,0.0043339645500462785,9,10
grandmother says,0.0043339645500462785,9,10
kitchen,0.0043339645500462785,9,10
another,-0.004166161540052502,17,19
online,-0.00946307021388943,25,28
influencer says,-0.00946307021388943,25,28
fluent,-0.010643890004423413,8,9
ever,-0.010643890004423413,8,9
jobs,-0.010643890004423413,8,9
patch,-0.010643890004423413,8,9
in three,-0.010643890004423413,8,9
benefits,-0.010643890004423413,8,9
guy at,-0.010643890004423413,8,9
symbol,-0.010643890004423413,8,9
youtube video,-0.010643890004423413,8,9
podcast said,-0.015053924171399875,16,18
aunt says,-0.015053924171399875,16,18
red wine,-0.015053924171399875,16,18
healthy,-0.015053924171399875,16,18
just,-0.017253781178530336,332,371
run,-0.026615350122073396,15,17
crash,-0.027539918105909403,7,8
large,-0.027539918105909403,7,8
caffeine,-0.027539918105909403,7,8
post saying,-0.027539918105909403,7,8
filter every,-0.027539918105909403,7,8
mixing,-0.027539918105909403,7,8
deficiency,-0.027539918105909403,7,8
board,-0.027539918105909403,7,8
says eating,-0.027539918105909403,7,8
weight loss,-0.027539918105909403,7,8
car battery,-0.027539918105909403,7,8
my manager,-0.027539918105909403,7,8
my money,-0.027539918105909403,7,8
weight,-0.02778050195119841,23,26
follow that,-0.03895004356419601,14,16
soil,-0.03895004356419601,14,16
as long,-0.03895004356419601,14,16
cause,-0.046636545549565166,53,60
as well,-0.046992874957317195,6,7
doubles,-0.046992874957317195,6,7
an interview,-0.046992874957317195,6,7
enough for,-0.046992874957317195,6,7
taste,-0.046992874957317195,6,7
says plastic,-0.046992874957317195,6,7
number is,-0.046992874957317195,6,7
mix,-0.046992874957317195,6,7
tank,-0.046992874957317195,6,7
but it's,-0.046992874957317195,6,7
milk and,-0.046992874957317195,6,7
fabric,-0.046992874957317195,6,7
be replaced,-0.046992874957317195,6,7
terminals,-0.046992874957317195,6,7
weekly,-0.046992874957317195,6,7
photo,-0.046992874957317195,6,7
sore,-0.046992874957317195,6,7
on your,-0.04770719526034727,21,24
to that,-0.05218093339424929,13,15
kill,-0.05218093339424929,13,15
can't,-0.05363760122314548,36,41
needs,-0.05509136877646056,28,32
deposit,-0.06646198002298352,12,14
comment,-0.06646198002298352,12,14
standing,-0.06646198002298352,12,14
tax,-0.06646198002298352,12,14
legally,-0.06646198002298352,12,14
your feet,-0.07001237371265247,5,6
worn,-0.07001237371265247,5,6
after the,-0.07001237371265247,5,6
napoleon,-0.07001237371265247,5,6
are unsafe,-0.07001237371265247,5,6
says any,-0.07001237371265247,5,6
saying my,-0.07001237371265247,5,6
the average,-0.07001237371265247,5,6
after an,-0.07001237371265247,5,6
makes you,-0.07001237371265247,5,6
night is,-0.07001237371265247,5,6
keeping,-0.07001237371265247,5,6
returns,-0.07001237371265247,5,6
table,-0.07001237371265247,5,6
heard that,-0.07001237371265247,5,6
is still,-0.07001237371265247,5,6
is unsafe,-0.07001237371265247,5,6
for days,-0.07001237371265247,5,6
to take,-0.07001237371265247,5,6
friend insists,-0.07001237371265247,5,6
outside,-0.07001237371265247,5,6
spread,-0.07001237371265247,5,6
website says,-0.07001237371265247,5,6
to kill,-0.07001237371265247,5,6
hour,-0.07380459723114517,26,30
the engine,-0.08140389192692278,18,21
improves,-0.08140389192692278,18,21
the forum,-0.08140389192692278,18,21
it up,-0.08198928094752264,11,13
are always,-0.08198928094752264,11,13
medicine,-0.08198928094752264,11,13
person,-0.08198928094752264,11,13
days is,-0.08198928094752264,11,13
rain,-0.08198928094752264,11,13
has the,-0.08198928094752264,11,13
neighbor,-0.0868964355095964,32,37
work,-0.09140335492395484,77,88
interview,-0.09389525247439028,17,20
my car,-0.09400280282530088,24,28
assume,-0.09901751418833182,10,12
track,-0.09901751418833182,10,12
and is,-0.09901751418833182,10,12
to prevent,-0.09901751418833182,10,12
water and,-0.09901751418833182,10,12
garden,-0.09901751418833182,10,12
amount,-0.11788506414851564,9,11
kit,-0.11788506414851564,9,11
fridge,-0.11788506414851564,9,11
social,-0.11788506414851564,9,11
leak,-0.12127739756631485,15,18
code,-0.12127739756631485,15,18
up,-0.1333588742108664,107,123
consultant,-0.1364016355035629,14,17
for my,-0.13734638143258512,69,80
someone told,-0.13905386183933194,8,10
solar,-0.13905386183933194,8,10
with that,-0.13905386183933194,8,10
comes,-0.13905386183933194,8,10
probiotic,-0.13905386183933194,8,10
hack,-0.13905386183933194,8,10
longer,-0.14004624178174385,20,24
long as,-0.15268134806031508,13,16
trainer,-0.15268134806031508,13,16
people,-0.16268735108142532,51,60
says soaking,-0.16317540773879768,7,9
the correct,-0.16317540773879768,7,9
change every,-0.16317540773879768,7,9
percent,-0.16317540773879768,7,9
explains,-0.16317540773879768,7,9
i'll save,-0.16317540773879768,7,9
within minutes,-0.16317540773879768,7,9
have the,-0.16317540773879768,7,9
coating,-0.16317540773879768,7,9
weeks is,-0.16317540773879768,7,9
problems,-0.16317540773879768,7,9
is real,-0.16317540773879768,7,9
should be,-0.16813355165178093,24,29
free,-0.1703126319949397,12,15
synthetic,-0.1703126319949397,12,15
manager,-0.1703126319949397,12,15
news,-0.1703126319949397,12,15
batteries,-0.18124261924241777,17,21
cooking,-0.18124261924241777,17,21
our,-0.1820444409027282,29,35
says using,-0.18529220699407456,35,42
even if,-0.18954372692211124,11,14
the headline,-0.19120621088550543,6,8
paying for,-0.19120621088550543,6,8
water for,-0.19120621088550543,6,8
bike,-0.19120621088550543,6,8
if only,-0.19120621088550543,6,8
aid,-0.19120621088550543,6,8
supplement ad,-0.19120621088550543,6,8
dentist,-0.19120621088550543,6,8
time is,-0.19120621088550543,6,8
lead,-0.19120621088550543,6,8
value,-0.19120621088550543,6,8
confident,-0.19120621088550543,6,8
the fridge,-0.19120621088550543,6,8
life,-0.19279429578911544,22,27
keeps,-0.21069460506855556,10,13
an oil,-0.21069460506855556,10,13
slow,-0.21069460506855556,10,13
says all,-0.21069460506855556,10,13
signal,-0.21069460506855556,10,13
protection,-0.21069460506855556,10,13
says need,-0.21069460506855556,10,13
minutes day,-0.21069460506855556,10,13
day is,-0.21313142292103207,15,19
your score,-0.22462353292255816,5,7
well as,-0.22462353292255816,5,7
should go,-0.22462353292255816,5,7
following,-0.22462353292255816,5,7
separate,-0.22462353292255816,5,7
was the,-0.22462353292255816,5,7
pain is,-0.22462353292255816,5,7
technician,-0.22462353292255816,5,7
my wifi,-0.22462353292255816,5,7
says taking,-0.22462353292255816,5,7
death,-0.22462353292255816,5,7
devices,-0.22462353292255816,5,7
year is,-0.22462353292255816,5,7
must never,-0.22462353292255816,5,7
brain,-0.22816207664071372,25,31
prevent,-0.22816207664071372,25,31
laptop,-0.23078204279121584,14,18
vet,-0.23078204279121584,14,18
bill,-0.23418644631547295,9,12
list,-0.23418644631547295,9,12
headaches,-0.23418644631547295,9,12
up the,-0.23418644631547295,9,12
wellness blog,-0.23418644631547295,9,12
place,-0.23418644631547295,9,12
training,-0.23418644631547295,9,12
you can,-0.23783538485642017,48,58
baking soda,-0.24838235903961106,29,36
neighbor says,-0.24980376211097338,13,17
were,-0.24980376211097338,13,17
send,-0.24996659917355607,18,23
group says,-0.254179292753927,23,29
gives,-0.254179292753927,23,29
the label,-0.2558683217272545,52,63
wellness,-0.2602004037020154,28,35
trick,-0.2605875135025108,8,11
property,-0.2605875135025108,8,11
symptoms,-0.2605875135025108,8,11
can deduct,-0.2605875135025108,8,11
someone,-0.2636971277475901,45,55
to improve,-0.26586443605253046,4,6
me that,-0.26586443605253046,4,6
the email,-0.26586443605253046,4,6
group chat,-0.26586443605253046,4,6
larger,-0.26586443605253046,4,6
life is,-0.26586443605253046,4,6
the maximum,-0.26586443605253046,4,6
naturally,-0.26586443605253046,4,6
that exact,-0.26586443605253046,4,6
store clerk,-0.26586443605253046,4,6
end,-0.26586443605253046,4,6
he says,-0.26586443605253046,4,6
and says,-0.26586443605253046,4,6
signs,-0.26586443605253046,4,6
sign of,-0.26586443605253046,4,6
if it,-0.26808647361930055,22,28
heart,-0.26808647361930055,22,28
detailer,-0.27042401521178144,12,16
correct,-0.2826701530156755,21,27
and need,-0.2837575466830764,16,21
coolant,-0.2906874666517295,7,10
air filter,-0.2906874666517295,7,10
tap water,-0.2906874666517295,7,10
changed,-0.2906874666517295,7,10
single,-0.2906874666517295,7,10
mesh,-0.2906874666517295,7,10
youtuber,-0.2906874666517295,7,10
watch,-0.2906874666517295,7,10
mention,-0.2906874666517295,7,10
and can,-0.2906874666517295,7,10
says the,-0.2914029277645182,42,52
in winter,-0.2929287158725782,11,15
or it,-0.2929287158725782,11,15
much,-0.2984850354677086,25,32
coach,-0.31206872479950876,63,77
headline,-0.31415233635724255,19,25
economy,-0.3176833614778727,10,14
fuel economy,-0.3176833614778727,10,14
lower,-0.3176833614778727,10,14
and should,-0.3222952998843184,14,19
tire shop,-0.3222952998843184,14,19
babies,-0.32562366617655614,6,9
become,-0.32562366617655614,6,9
wants,-0.32562366617655614,6,9
back pain,-0.32562366617655614,6,9
clerk said,-0.32562366617655614,6,9
furniture,-0.32562366617655614,6,9
carpet,-0.32562366617655614,6,9
cleaning,-0.3267773393609211,23,30
and that,-0.33122198229358146,18,24
dose,-0.3437874307246651,13,18
video says,-0.3437874307246651,13,18
light glasses,-0.34516430536195,9,13
gain,-0.34516430536195,9,13
liver,-0.34516430536195,9,13
frequency,-0.34516430536195,9,13
waste,-0.34516430536195,9,13
grief,-0.34516430536195,9,13
quick,-0.34516430536195,9,13
meal,-0.34516430536195,9,13
spend,-0.34516430536195,9,13
credit score,-0.34516430536195,9,13
own,-0.34931537262686796,17,23
rate,-0.34931537262686796,17,23
rent,-0.36707971095640957,12,17
says to,-0.36710882406647644,5,8
sidewall,-0.36710882406647644,5,8
saying it,-0.36710882406647644,5,8
teacher says,-0.36710882406647644,5,8
health blog,-0.36710882406647644,5,8
always means,-0.36710882406647644,5,8
so no,-0.36710882406647644,5,8
event,-0.36710882406647644,5,8
starter,-0.36710882406647644,5,8
chronic,-0.36710882406647644,5,8
there are,-0.36710882406647644,5,8
certificate,-0.36710882406647644,5,8
recovery,-0.36710882406647644,5,8
noise,-0.36710882406647644,5,8
my card,-0.36710882406647644,5,8
sheet,-0.36710882406647644,5,8
because of,-0.36760052805418036,25,33
store says,-0.36760052805418036,25,33
professional,-0.37600655447389025,8,12
at all,-0.37600655447389025,8,12
heart disease,-0.37600655447389025,8,12
at the,-0.3888521415223795,33,43
baking,-0.3888521415223795,33,43
viral post,-0.39248451207550183,11,16
eye strain,-0.39248451207550183,11,16
engine,-0.40635601639393026,57,72
years is,-0.41059719991164745,18,25
count,-0.4110795233927229,7,11
meals,-0.4110795233927229,7,11
clerk,-0.4110795233927229,7,11
directly,-0.4110795233927229,7,11
public,-0.4110795233927229,7,11
here,-0.41787267309629855,4,7
the data,-0.41787267309629855,4,7
you can't,-0.41787267309629855,4,7
or i'll,-0.41787267309629855,4,7
capacity,-0.41787267309629855,4,7
change the,-0.41787267309629855,4,7
fees,-0.41787267309629855,4,7
that it's,-0.41787267309629855,4,7
requires,-0.41787267309629855,4,7
bar,-0.41787267309629855,4,7
conventional,-0.41787267309629855,4,7
to find,-0.41787267309629855,4,7
change is,-0.41787267309629855,4,7
heavy,-0.41787267309629855,4,7
get an,-0.41787267309629855,4,7
radiation,-0.42039787083196084,10,15
seller says,-0.42039787083196084,10,15
it can,-0.42039787083196084,10,15
tap,-0.42039787083196084,10,15
says it's,-0.42039787083196084,10,15
pet,-0.43027739854767,17,24
winter,-0.43484810546625297,13,19
worry,-0.4415082152603762,29,39
over,-0.44854967003895485,33,44
normal,-0.4493222317238752,20,28
minimum,-0.4512012237203628,16,23
you're,-0.45133093203266267,9,14
contractor,-0.45133093203266267,9,14
and use,-0.45133093203266267,9,14
fitness,-0.45133093203266267,9,14
miles is,-0.4514305396862524,24,33
dad says,-0.4516123778419945,6,10
landlord says,-0.4516123778419945,6,10
lube,-0.4516123778419945,6,10
i'll send,-0.4516123778419945,6,10
flat,-0.4516123778419945,6,10
balance,-0.4516123778419945,6,10
rotate,-0.4516123778419945,6,10
health site,-0.4516123778419945,6,10
relative,-0.4516123778419945,6,10
harmful,-0.4516123778419945,6,10
this is,-0.4516123778419945,6,10
the real,-0.4516123778419945,6,10
credit card,-0.4516123778419945,6,10
visa,-0.4605334892228593,12,18
seeing,-0.4605334892228593,12,18
filter,-0.46801482384279663,23,32
and not,-0.4682223141891092,19,27
to be,-0.48454841582352176,74,94
article,-0.48536916803860713,22,31
insurance,-0.48536916803860713,22,31
internet,-0.4859571835619927,8,13
power,-0.4859571835619927,8,13
often,-0.4859571835619927,8,13
skip it,-0.4859571835619927,8,13
dealership,-0.4859571835619927,8,13
you need,-0.4859571835619927,8,13
repair,-0.48851291679912034,11,17
music,-0.4994124834402841,5,9
station,-0.4994124834402841,5,9
version,-0.4994124834402841,5,9
community,-0.4994124834402841,5,9
change my,-0.4994124834402841,5,9
recipe,-0.4994124834402841,5,9
meat,-0.4994124834402841,5,9
says he,-0.4994124834402841,5,9
the cold,-0.4994124834402841,5,9
only need,-0.4994124834402841,5,9
digital,-0.4994124834402841,5,9
tell her,-0.4994124834402841,5,9
forwarded,-0.4994124834402841,5,9
bird,-0.4994124834402841,5,9
city,-0.5231808597918658,13,20
electric,-0.5231808597918658,13,20
regular,-0.5231808597918658,13,20
phones,-0.525185791221412,7,12
steam,-0.525185791221412,7,12
says microwaving,-0.525185791221412,7,12
hiking,-0.525185791221412,7,12
vendor,-0.525185791221412,7,12
air,-0.5503664887132959,30,42
checking,-0.5510131447136843,12,19
really,-0.5510131447136843,12,19
warning,-0.5510131447136843,12,19
windows,-0.5531304765938819,9,15
someone in,-0.5531304765938819,9,15
still,-0.5540212766526883,56,74
router,-0.5551265545916528,22,32
blood,-0.5551265545916528,22,32
growth,-0.5572712138000963,4,8
that proven,-0.5572712138000963,4,8
he can,-0.5572712138000963,4,8
real statistic,-0.5572712138000963,4,8
rather not,-0.5572712138000963,4,8
should read,-0.5572712138000963,4,8
materials,-0.5572712138000963,4,8
forwarded message,-0.5572712138000963,4,8
that it,-0.5572712138000963,4,8
hand,-0.5572712138000963,4,8
smart,-0.5572712138000963,4,8
it's an,-0.5572712138000963,4,8
to to,-0.5572712138000963,4,8
safely,-0.5572712138000963,4,8
replacing,-0.5640753295751647,18,27
possible,-0.5640753295751647,18,27
brushing,-0.5702799430329175,6,11
brand says,-0.5702799430329175,6,11
story,-0.5702799430329175,6,11
with my,-0.5812825908918848,11,18
podcast,-0.5858362833462275,24,35
interest,-0.5909913515235318,8,14
fasting,-0.5909913515235318,8,14
making,-0.5909913515235318,8,14
have,-0.601658398890222,115,146
too,-0.6050014780556412,60,80
blue light,-0.6089625282803236,13,21
employee said,-0.6104735938512799,16,25
to make,-0.6144150122723409,10,17
protein,-0.6144150122723409,10,17
second,-0.6144150122723409,10,17
for all,-0.6158870195339545,19,29
application,-0.6230568138995096,5,10
did that,-0.6230568138995096,5,10
strain and,-0.6230568138995096,5,10
on an,-0.6230568138995096,5,10
common,-0.6230568138995096,5,10
article says,-0.6230568138995096,5,10
old,-0.6231823851588606,33,47
says everyone,-0.6297808046438519,3,7
saying the,-0.6297808046438519,3,7
minor,-0.6297808046438519,3,7
everyone should,-0.6297808046438519,3,7
that explains,-0.6297808046438519,3,7
children,-0.6297808046438519,3,7
and save,-0.6297808046438519,3,7
if your,-0.6297808046438519,3,7
for more,-0.6297808046438519,3,7
consultant says,-0.6297808046438519,3,7
center,-0.6297808046438519,3,7
tire,-0.6328475945102401,25,37
useless,-0.633705861534152,7,13
keep seeing,-0.633705861534152,7,13
rep,-0.633705861534152,7,13
hold,-0.633705861534152,7,13
channel,-0.633705861534152,7,13
ruin,-0.633705861534152,7,13
faster is,-0.633705861534152,7,13
did,-0.6382105439397319,32,46
teacher,-0.638723770317036,12,20
what the,-0.6438836353717846,21,32
colleague,-0.6509500412701478,9,16
fixed,-0.6509500412701478,9,16
didn't,-0.662106548052103,17,27
coach says,-0.665137617378883,20,31
said you,-0.6707285000601972,23,35
solid,-0.6710335362576179,11,19
anything,-0.6799737067352313,33,48
points,-0.6825340255086458,6,12
rare,-0.6825340255086458,6,12
backup,-0.6825340255086458,6,12
sound,-0.68624471698563,4,9
record,-0.68624471698563,4,9
or you,-0.68624471698563,4,9
work from,-0.68624471698563,4,9
trying to,-0.68624471698563,4,9
watering,-0.68624471698563,4,9
credible,-0.68624471698563,4,9
tool,-0.68624471698563,4,9
quick lube,-0.68624471698563,4,9
vinegar and,-0.68624471698563,4,9
so you,-0.68624471698563,4,9
heat,-0.6873142318173643,16,26
control,-0.6915835746485136,8,15
reviews,-0.6915835746485136,8,15
post says,-0.7121296450056959,21,33
it as,-0.7238505565077448,12,21
eye,-0.735999152939256,17,28
wine,-0.736043873462278,23,36
food is,-0.7372312485860858,7,14
blood pressure,-0.7372312485860858,7,14
these,-0.7372312485860858,7,14
gardening,-0.7372312485860858,7,14
remedy,-0.7392525936136732,5,11
issue,-0.7392525936136732,5,11
site says,-0.7427903382644748,14,24
must use,-0.7451287032238174,9,17
text,-0.7451287032238174,9,17
miles or,-0.7579808796510562,11,20
matter,-0.7624185164155319,16,27
door,-0.7641658369923908,3,8
propaganda,-0.7641658369923908,3,8
or they'll,-0.7641658369923908,3,8
humans,-0.7641658369923908,3,8
major,-0.7641658369923908,3,8
by anything,-0.7641658369923908,3,8
and keep,-0.7641658369923908,3,8
ask my,-0.7641658369923908,3,8
costs,-0.7641658369923908,3,8
month is,-0.7641658369923908,3,8
fair,-0.7641658369923908,3,8
that reliable,-0.7641658369923908,3,8
someone on,-0.7641658369923908,3,8
blog,-0.76912108683961,91,122
brake,-0.7735011251822284,13,23
ignore,-0.7791680674873269,21,34
hard,-0.7823317487514014,18,30
screen,-0.7881443061782664,8,16
school,-0.7881443061782664,8,16
parent,-0.7891263759091128,6,13
fruit,-0.7891263759091128,6,13
looked,-0.7891263759091128,6,13
career coach,-0.7891263759091128,6,13
focus,-0.7891263759091128,6,13
drops,-0.7891263759091128,6,13
cycle,-0.7891263759091128,6,13
average,-0.7951739700606952,10,19
my landlord,-0.7951739700606952,10,19
some,-0.8003001900244125,23,37
processing,-0.8064624108507071,4,10
stains,-0.8064624108507071,4,10
can test,-0.8064624108507071,4,10
leak is,-0.8064624108507071,4,10
there's no,-0.8064624108507071,4,10
sleep is,-0.8064624108507071,4,10
child,-0.8064624108507071,4,10
in any,-0.8064624108507071,4,10
label,-0.8268061476525349,84,115
paint,-0.835873274400737,16,28
gas,-0.8359648896069993,9,18
tyre,-0.8359648896069993,9,18
price,-0.836265922859937,7,15
share,-0.836265922859937,7,15
heard,-0.8450462412655325,21,35
forum post,-0.8489766180838347,5,12
choose,-0.8489766180838347,5,12
salesperson says,-0.8489766180838347,5,12
safe to,-0.8489766180838347,5,12
nutrition,-0.8489766180838347,5,12
should get,-0.8489766180838347,5,12
return,-0.8489766180838347,5,12
are the,-0.852538143894294,13,24
link,-0.852538143894294,13,24
home,-0.8711899979474383,38,58
myself,-0.8791871429449447,17,30
contact,-0.881030638767161,8,17
warranty,-0.881030638767161,8,17
is right,-0.881030638767161,8,17
low,-0.8870079241019522,12,23
act,-0.8881495182441328,3,9
and causes,-0.8881495182441328,3,9
want the,-0.8881495182441328,3,9
i'll test,-0.8881495182441328,3,9
the manufacturer,-0.8881495182441328,3,9
by the,-0.8881495182441328,3,9
i'll share,-0.8881495182441328,3,9
overnight is,-0.8881495182441328,3,9
uk,-0.8881495182441328,3,9
time and,-0.8881495182441328,3,9
says blue,-0.8881495182441328,3,9
giving,-0.8881495182441328,3,9
load,-0.8906857203341326,6,14
language,-0.8906857203341326,6,14
it out,-0.8906857203341326,6,14
transmission,-0.8906857203341326,6,14
being,-0.8906857203341326,6,14
landlord,-0.9077591458143099,16,29
you should,-0.9082084862666865,49,73
there's,-0.9098088549687422,21,36
viral,-0.9098088549687422,21,36
copy,-0.9192253638881052,4,11
sensitivity,-0.9192253638881052,4,11
microwave is,-0.9192253638881052,4,11
is probably,-0.9192253638881052,4,11
talk,-0.9192253638881052,4,11
personal,-0.9192253638881052,4,11
requirement,-0.9192253638881052,4,11
from home,-0.9192253638881052,4,11
effects,-0.9192253638881052,4,11
weather,-0.9192253638881052,4,11
part,-0.9237224369821947,9,19
more than,-0.9237224369821947,9,19
short,-0.9242196404540021,11,22
should just,-0.931242332874461,7,16
salary,-0.931242332874461,7,16
label is,-0.9349817376560624,47,71
improve,-0.9380718265239709,15,28
at,-0.953001889406534,160,212
moisture,-0.9530270993633629,5,13
swears,-0.9530270993633629,5,13
charger,-0.9530270993633629,5,13
supplement,-0.9703268757161223,14,27
can use,-0.9705549283377327,8,18
loss,-0.9781511376309492,16,30
avoid,-0.9800950251226174,95,133
sensor,-0.9877426274660388,6,15
my own,-0.9877426274660388,6,15
forum says,-0.9890962520864054,34,55
recommends,-0.9907817203512802,2,8
travel blog,-0.9907817203512802,2,8
the old,-0.9907817203512802,2,8
friend is,-0.9907817203512802,2,8
why do,-0.9907817203512802,2,8
should only,-0.9907817203512802,2,8
see doctor,-0.9907817203512802,2,8
that on,-0.9907817203512802,2,8
process,-0.9907817203512802,2,8
instantly is,-0.9907817203512802,2,8
it's more,-0.9907817203512802,2,8
the legal,-0.9907817203512802,2,8
on forum,-0.9907817203512802,2,8
the figure,-0.9907817203512802,2,8
position,-0.9907817203512802,2,8
conditions,-1.0035095332816575,3,10
risk of,-1.0035095332816575,3,10
cited study,-1.0035095332816575,3,10
employee says,-1.0035095332816575,3,10
enough to,-1.0035095332816575,3,10
heater,-1.0035095332816575,3,10
handyman,-1.0035095332816575,3,10
products,-1.0035095332816575,3,10
pressure,-1.0154908871143447,27,46
government,-1.0225340170852486,7,17
the number,-1.0225340170852486,7,17
told me,-1.024242801416603,64,95
you i'll,-1.025565618362877,4,12
risky,-1.025565618362877,4,12
follow the,-1.0370712226278473,26,45
causes,-1.0378090376290363,56,85
disease,-1.0427038361710699,14,28
that sounds,-1.045538421474026,10,22
helps,-1.0471191191828004,16,31
ev,-1.0520639180491103,5,14
statistic,-1.0520639180491103,5,14
at least,-1.0569917899756798,8,19
state,-1.0807485324418993,6,16
parenting,-1.0807485324418993,6,16
limit,-1.0807485324418993,6,16
sounds,-1.0834979936794689,17,33
certain,-1.090913189408725,9,21
when,-1.097985929739134,31,53
always true,-1.1075067408744848,2,9
up and,-1.1075067408744848,2,9
below,-1.1075067408744848,2,9
diagnosis,-1.1075067408744848,2,9
hard rule,-1.1075067408744848,2,9
focus on,-1.1075067408744848,2,9
outdated i'll,-1.1075067408744848,2,9
that correct,-1.1075067408744848,2,9
made up,-1.1075067408744848,2,9
us,-1.1075067408744848,2,9
level,-1.1104656176578789,7,18
still true,-1.1104656176578789,7,18
vaccines,-1.1116017187598057,3,11
benefit,-1.1116017187598057,3,11
that enough,-1.1116017187598057,3,11
hr,-1.1116017187598057,3,11
or your,-1.1116017187598057,3,11
few,-1.1263145799673873,4,13
by research,-1.1263145799673873,4,13
written,-1.1263145799673873,4,13
different,-1.1405838108569557,8,20
least,-1.1405838108569557,8,20
its,-1.1405838108569557,8,20
insists,-1.1466383411294492,5,15
ignore the,-1.1466383411294492,5,15
that says,-1.149884670321053,13,28
read that,-1.1528484732798376,19,37
without,-1.1617911807207895,47,76
oil changes,-1.1707420778041628,9,22
service,-1.1707420778041628,9,22
automatically,-1.188753634152883,12,27
manual says,-1.1953208978495615,7,19
alone,-1.1953208978495615,7,19
security,-1.20072855488192,10,24
to the,-1.2057120298684698,59,93
saying,-1.2084811780432756,44,73
concrete,-1.213482648889992,3,12
adjust,-1.213482648889992,3,12
says must,-1.213482648889992,3,12
cancer is,-1.213482648889992,3,12
exposure,-1.213482648889992,3,12
legal,-1.2148354083339103,15,32
i'm not,-1.2148354083339103,15,32
detailer says,-1.2161177215249834,2,10
simple,-1.2161177215249834,2,10
my city,-1.2161177215249834,2,10
negotiation,-1.2161177215249834,2,10
owner's manual,-1.2161177215249834,2,10
to one,-1.2161177215249834,2,10
recent,-1.2161177215249834,2,10
any real,-1.2161177215249834,2,10
what happens,-1.2161177215249834,2,10
exists,-1.2161177215249834,2,10
i'll find,-1.2161177215249834,2,10
about the,-1.2215462455305417,8,21
me if,-1.2221512695338823,4,14
did the,-1.2221512695338823,4,14
than the,-1.2221512695338823,4,14
notice,-1.2221512695338823,4,14
for modern,-1.2221512695338823,4,14
employee,-1.2234087049756155,23,44
numbers,-1.2304177905044051,11,26
trying,-1.2372152926565851,5,16
wrong i'll,-1.2372152926565851,5,16
